,Source Word,Derived Word,Affix
23885,reflexional,reflexionally,-ly
23886,reflexive,reflexively,-ly
23887,reflex,reflexly,-ly
23888,refractive,refractively,-ly
23889,refractory,refractorily,-ly
23890,refreshful,refreshfully,-ly
23891,refreshing,refreshingly,-ly
23892,refulgent,refulgently,-ly
23893,refutable,refutably,-ly
23894,refutational,refutationally,-ly
23895,refutative,refutatively,-ly
23896,regal,regally,-ly
23897,regardful,regardfully,-ly
23898,regardless,regardlessly,-ly
23899,regenerate,regenerately,-ly
23900,regenerative,regeneratively,-ly
23901,regimental,regimentally,-ly
23902,regiochemical,regiochemically,-ly
23903,regiolectal,regiolectally,-ly
23904,regional,regionally,-ly
23905,regioselective,regioselectively,-ly
23906,registerial,registerially,-ly
23907,regressive,regressively,-ly
23908,regretful,regretfully,-ly
23909,regrettable,regrettably,-ly
23910,regular,regularly,-ly
23911,regulatory,regulatorily,-ly
23912,rehabilitative,rehabilitatively,-ly
23913,reinforcing,reinforcingly,-ly
23914,reintegrative,reintegratively,-ly
23915,reinvigorating,reinvigoratingly,-ly
23916,reiterated,reiteratedly,-ly
23917,reiterative,reiteratively,-ly
23918,rejectful,rejectfully,-ly
23919,rejecting,rejectingly,-ly
23920,rejoiceful,rejoicefully,-ly
23921,rejoicing,rejoicingly,-ly
23922,rejuvenating,rejuvenatingly,-ly
23923,relatable,relatably,-ly
23924,related,relatedly,-ly
23925,relational,relationally,-ly
23926,relationship,relationshiply,-ly
23927,relative,relatively,-ly
23928,relaxed,relaxedly,-ly
23929,relaxing,relaxingly,-ly
23930,releasable,releasably,-ly
23931,relenting,relentingly,-ly
23932,relentless,relentlessly,-ly
23933,relevant,relevantly,-ly
23934,reliable,reliably,-ly
23935,reliant,reliantly,-ly
23936,relic,relicly,-ly
23937,relieved,relievedly,-ly
23938,relieving,relievingly,-ly
23939,religionless,religionlessly,-ly
23940,religious,religiously,-ly
23941,relique,reliquely,-ly
23942,relishing,relishingly,-ly
23943,reluctant,reluctantly,-ly
23944,remarkable,remarkably,-ly
23945,remarked,remarkedly,-ly
23946,remediable,remediably,-ly
23947,remedial,remedially,-ly
23948,remediless,remedilessly,-ly
23949,rememberable,rememberably,-ly
23950,remembering,rememberingly,-ly
23951,reminiscent,reminiscently,-ly
23952,remissible,remissibly,-ly
23953,remiss,remissly,-ly
23954,remonstrant,remonstrantly,-ly
23955,remonstrating,remonstratingly,-ly
23956,remonstrative,remonstratively,-ly
23957,remorseful,remorsefully,-ly
23958,remorseless,remorselessly,-ly
23959,remote,remotely,-ly
23960,removable,removably,-ly
23961,remunerative,remuneratively,-ly
23962,renal,renally,-ly
23963,rending,rendingly,-ly
23964,renewable,renewably,-ly
23965,renewed,renewedly,-ly
23966,renowned,renownedly,-ly
23967,repand,repandly,-ly
23968,reparable,reparably,-ly
23969,repeatable,repeatably,-ly
23970,repeated,repeatedly,-ly
23971,repellant,repellantly,-ly
23972,repellent,repellently,-ly
23973,repelling,repellingly,-ly
23974,repentant,repentantly,-ly
23975,repenting,repentingly,-ly
23976,repetitious,repetitiously,-ly
23977,repetitive,repetitively,-ly
23978,repining,repiningly,-ly
23979,replete,repletely,-ly
23980,repletive,repletively,-ly
23981,replicative,replicatively,-ly
23982,reportative,reportatively,-ly
23983,reported,reportedly,-ly
23984,reporter,reporterly,-ly
23985,reporting,reportingly,-ly
23986,reportorial,reportorially,-ly
23987,reposed,reposedly,-ly
23988,reposeful,reposefully,-ly
23989,reposing,reposingly,-ly
23990,reprehensible,reprehensibly,-ly
23991,reprehensive,reprehensively,-ly
23992,representational,representationally,-ly
23993,representative,representatively,-ly
23994,repressed,repressedly,-ly
23995,repressive,repressively,-ly
23996,reproachable,reproachably,-ly
23997,reproachful,reproachfully,-ly
23998,reproaching,reproachingly,-ly
23999,reproducible,reproducibly,-ly
24000,reproductional,reproductionally,-ly
24001,reproductive,reproductively,-ly
24002,reprovable,reprovably,-ly
24003,reproving,reprovingly,-ly
24004,reptilian,reptilianly,-ly
24005,repudiating,repudiatingly,-ly
24006,repugnant,repugnantly,-ly
24007,repulsive,repulsively,-ly
24008,reputable,reputably,-ly
24009,reputational,reputationally,-ly
24010,reputative,reputatively,-ly
24011,reputed,reputedly,-ly
24012,requisite,requisitely,-ly
24013,rescriptive,rescriptively,-ly
24014,resealable,resealably,-ly
24015,resembling,resemblingly,-ly
24016,resentful,resentfully,-ly
24017,resenting,resentingly,-ly
24018,reserved,reservedly,-ly
24019,residential,residentially,-ly
24020,residual,residually,-ly
24021,resigned,resignedly,-ly
24022,resilient,resiliently,-ly
24023,resinous,resinously,-ly
24024,resistant,resistantly,-ly
24025,resisting,resistingly,-ly
24026,resistive,resistively,-ly
24027,resistless,resistlessly,-ly
24028,resolute,resolutely,-ly
24029,resolvable,resolvably,-ly
24030,resolved,resolvedly,-ly
24031,resonant,resonantly,-ly
24032,resounding,resoundingly,-ly
24033,resourceful,resourcefully,-ly
24034,respectable,respectably,-ly
24035,respectful,respectfully,-ly
24036,respective,respectively,-ly
24037,respiratory,respiratorily,-ly
24038,resplendent,resplendently,-ly
24039,responsible,responsibly,-ly
24040,responsive,responsively,-ly
24041,responsorial,responsorially,-ly
24042,restful,restfully,-ly
24043,resty,restily,-ly
24044,restitutive,restitutively,-ly
24045,restive,restively,-ly
24046,restless,restlessly,-ly
24047,restorative,restoratively,-ly
24048,restrained,restrainedly,-ly
24049,restraining,restrainingly,-ly
24050,restricted,restrictedly,-ly
24051,restrictive,restrictively,-ly
24052,resultant,resultantly,-ly
24053,resultative,resultatively,-ly
24054,resulting,resultingly,-ly
24055,resultless,resultlessly,-ly
24056,resumptive,resumptively,-ly
24057,retainable,retainably,-ly
24058,retaliating,retaliatingly,-ly
24059,retaliatory,retaliatorily,-ly
24060,retarded,retardedly,-ly
24061,retentive,retentively,-ly
24062,reticent,reticently,-ly
24063,reticular,reticularly,-ly
24064,reticulate,reticulately,-ly
24065,retinal,retinally,-ly
24066,retired,retiredly,-ly
24067,retiring,retiringly,-ly
24068,retractable,retractably,-ly
24069,retractive,retractively,-ly
24070,retributive,retributively,-ly
24071,retrievable,retrievably,-ly
24072,retro-orbital,retro-orbitally,-ly
24073,retroactive,retroactively,-ly
24074,retrocaecal,retrocaecally,-ly
24075,retrocausal,retrocausally,-ly
24076,retrocecal,retrocecally,-ly
24077,retrocessive,retrocessively,-ly
24078,retrograde,retrogradely,-ly
24079,retrograding,retrogradingly,-ly
24080,retrogressive,retrogressively,-ly
24081,retromuscular,retromuscularly,-ly
24082,retronasal,retronasally,retro-;-ly
24083,retroperitoneal,retroperitoneally,-ly
24084,retropharyngeal,retropharyngeally,-ly
24085,retropositional,retropositionally,-ly
24086,retrorse,retrorsely,-ly
24087,retrospective,retrospectively,-ly
24088,retroviral,retrovirally,-ly
24089,reunited,reunitedly,-ly
24090,reusable,reusably,-ly
24091,revealing,revealingly,-ly
24092,revelatory,revelatorily,-ly
24093,revengeful,revengefully,-ly
24094,revenging,revengingly,-ly
24095,reverberant,reverberantly,-ly
24096,reverberating,reverberatingly,-ly
24097,reverberative,reverberatively,-ly
24098,reverend,reverendly,-ly
24099,reverential,reverentially,-ly
24100,reverent,reverently,-ly
24101,reversal,reversally,-ly
24102,reversed,reversedly,-ly
24103,reverse,reversely,-ly
24104,reversible,reversibly,-ly
24105,revertive,revertively,-ly
24106,reviling,revilingly,-ly
24107,revising,revisingly,-ly
24108,reviving,revivingly,-ly
24109,revocable,revocably,-ly
24110,revoking,revokingly,-ly
24111,revolting,revoltingly,-ly
24112,revolutional,revolutionally,-ly
24113,revolutionary,revolutionarily,-ly
24114,revolving,revolvingly,-ly
24115,rewardable,rewardably,-ly
24116,rewarding,rewardingly,-ly
24117,rheological,rheologically,-ly
24118,rhetorical,rhetorically,-ly
24119,rheumatological,rheumatologically,-ly
24120,rheumy,rheumily,-ly
24121,rhizobial,rhizobially,-ly
24122,rhizomatous,rhizomatously,-ly
24123,rhombohedral,rhombohedrally,-ly
24124,rhomboidal,rhomboidally,-ly
24125,rhyming,rhymingly,-ly
24126,rhythmical,rhythmically,-ly
24127,rhythmless,rhythmlessly,-ly
24128,riant,riantly,-ly
24129,ribald,ribaldly,-ly
24130,ribbing,ribbingly,-ly
24131,ribosomal,ribosomally,-ly
24132,rich,richly,-ly
24133,rickety,ricketily,-ly
24134,riddling,riddlingly,-ly
24135,ridiculous,ridiculously,-ly
24136,rife,rifely,-ly
24137,right-handed,right-handedly,-ly
24138,right-minded,right-mindedly,-ly
24139,righteous,righteously,-ly
24140,rightful,rightfully,-ly
24141,right,rightly,-ly
24142,rightminded,rightmindedly,-ly
24143,rightward,rightwardly,-ly
24144,rightwise,rightwisely,-ly
24145,rigid,rigidly,-ly
24146,rigorous,rigorously,-ly
24147,rigourous,rigourously,-ly
24148,rimose,rimosely,-ly
24149,ringing,ringingly,-ly
24150,riotous,riotously,-ly
24151,ripe,ripely,-ly
24152,ripping,rippingly,-ly
24153,rippling,ripplingly,-ly
24154,risible,risibly,-ly
24155,risky,riskily,-ly
24156,rite,ritely,-ly
24157,ritual,ritually,-ly
24158,ritzy,ritzily,-ly
24159,rivalrous,rivalrously,-ly
24160,riveting,rivetingly,-ly
24161,roaring,roaringly,-ly
24162,robber,robberly,-ly
24163,robotical,robotically,-ally;-ly
24164,robustious,robustiously,-ly
24165,robust,robustly,-ly
24166,rocky,rockily,-ly
24167,rocking,rockingly,-ly
24168,roguish,roguishly,-ly
24169,roister,roisterly,-ly
24170,roisterous,roisterously,-ly
24171,rollicking,rollickingly,-ly
24172,Roman,Romanly,-ly
24173,romantic,romanticly,-ly
24174,romping,rompingly,-ly
24175,rompish,rompishly,-ly
24176,roo,roolie,-ly
24177,roomy,roomily,-ly
24178,room,roomly,-ly
24179,roommate,roommately,-ly
24180,rooster,roosterly,-ly
24181,rooted,rootedly,-ly
24182,rootless,rootlessly,-ly
24183,ropy,ropily,-ly
24184,roseate,roseately,-ly
24185,rosy,rosily,-ly
24186,rostral,rostrally,-ly
24187,rostrocaudal,rostrocaudally,-ly
24188,rostrodorsal,rostrodorsally,-ly
24189,rostrolateral,rostrolaterally,-ly
24190,rostromedial,rostromedially,-ly
24191,rostroventral,rostroventrally,-ly
24192,rostroventrolateral,rostroventrolaterally,-ly
24193,rotary,rotarily,-ly
24194,rotatable,rotatably,-ly
24195,rotational,rotationally,-ly
24196,rote,rotely,-ly
24197,rotten,rottenly,-ly
24198,rotund,rotundly,-ly
24199,roughish,roughishly,-ly
24200,rough,roughly,-ly
24201,roundabout,roundaboutly,-ly
24202,roundish,roundishly,-ly
24203,round,roundly,-ly
24204,roupy,roupily,-ly
24205,rousing,rousingly,-ly
24206,routine,routinely,-ly
24207,rovibrational,rovibrationally,-ly
24208,roving,rovingly,-ly
24209,rowdy,rowdily,-ly
24210,royal,royally,-ly
24211,rubbery,rubberily,-ly
24212,rubbing,rubbingly,-ly
24213,rubbish,rubbishly,-ly
24214,rudderless,rudderlessly,-ly
24215,ruddy,ruddily,-ly
24216,rude,rudely,-ly
24217,rudimentary,rudimentarily,-ly
24218,rueful,ruefully,-ly
24219,ruffian,ruffianly,-ly
24220,rugged,ruggedly,-ly
24221,rugose,rugosely,-ly
24222,ruinous,ruinously,-ly
24223,ruling,rulingly,-ly
24224,rue,ruly,-ly
24225,rumbling,rumblingly,-ly
24226,rumbustious,rumbustiously,-ly
24227,ruminal,ruminally,-ly
24228,ruminant,ruminantly,-ly
24229,ruminating,ruminatingly,-ly
24230,ruminative,ruminatively,-ly
24231,rum,rumly,-ly
24232,rummy,rummily,-ly
24233,rumored,rumoredly,-ly
24234,rumoured,rumouredly,-ly
24235,runny,runnily,-ly
24236,running,runningly,-ly
24237,runtish,runtishly,-ly
24238,rural,rurally,-ly
24239,rushed,rushedly,-ly
24240,rushing,rushingly,-ly
24241,rustic,rusticly,-ly
24242,rusty,rustily,-ly
24243,rustling,rustlingly,-ly
24244,ruthful,ruthfully,-ly
24245,ruthless,ruthlessly,-ly
24246,rutty,ruttily,-ly
24247,ruttish,ruttishly,-ly
24248,Sabbath,Sabbathly,-ly
24249,sable,sably,-ly
24250,saccharine,saccharinely,-ly
24251,sacerdotal,sacerdotally,-ly
24252,sacramental,sacramentally,-ly
24253,sacred,sacredly,-ly
24254,sacrificial,sacrificially,-ly
24255,sacrilegious,sacrilegiously,-ly
24256,sacrosanct,sacrosanctly,-ly
24257,saddening,saddeningly,-ly
24258,sad,sadly,-ly
24259,safe,safely,-ly
24260,sagacious,sagaciously,-ly
24261,sage,sagely,-ly
24262,saggy,saggily,-ly
24263,sagging,saggingly,-ly
24264,sagittal,sagittally,-ly
24265,sailor,sailorly,-ly
24266,saintish,saintishly,-ly
24267,saintly,saintlily,-ly
24268,saint,saintly,-ly
24269,salacious,salaciously,-ly
24270,saleable,saleably,-ly
24271,salesman,salesmanly,-ly
24272,salient,saliently,-ly
24273,saline,salinely,-ly
24274,salivating,salivatingly,-ly
24275,sallow,sallowly,-ly
24276,saltational,saltationally,-ly
24277,salty,saltily,-ly
24278,saltish,saltishly,-ly
24279,salt,saltly,-ly
24280,salubrious,salubriously,-ly
24281,salutary,salutarily,-ly
24282,salutatory,salutatorily,-ly
24283,salutiferous,salutiferously,-ly
24284,salvable,salvably,-ly
24285,salvational,salvationally,-ly
24286,salvifical,salvifically,-ly
24287,same,samely,-ly
24288,sanative,sanatively,-ly
24289,sanctified,sanctifiedly,-ly
24290,sanctifying,sanctifyingly,-ly
24291,sanctimonious,sanctimoniously,-ly
24292,sanctionable,sanctionably,-ly
24293,sandy,sandily,-ly
24294,sane,sanely,-ly
24295,sanguinary,sanguinarily,-ly
24296,sanguine,sanguinely,-ly
24297,sanguine,sanguinously,-ous;-ly
24298,sanitary,sanitarily,-ly
24299,sapient,sapiently,-ly
24300,sappy,sappily,-ly
24301,sarky,sarkily,-ly
24302,sartorial,sartorially,-ly
24303,sassy,sassily,-ly
24304,satirical,satirically,-ally;-ly
24305,satisfactory,satisfactorily,-ly
24306,satisfied,satisfiedly,-ly
24307,satisfying,satisfyingly,-ly
24308,saturated,saturatedly,-ly
24309,saturnal,saturnally,-ly
24310,saturnine,saturninely,-ly
24311,saucy,saucily,-ly
24312,sauntering,saunteringly,-ly
24313,savage,savagely,-ly
24314,saving,savingly,-ly
24315,savory,savorily,-ly
24316,savor,savorly,-ly
24317,savorous,savorously,-ly
24318,savoury,savourily,-ly
24319,savour,savourly,-ly
24320,savourous,savourously,-ly
24321,savvy,savvily,-ly
24322,scabby,scabbily,-ly
24323,scabrous,scabrously,-ly
24324,scalable,scalably,-ly
24325,scalariform,scalariformly,-ly
24326,scalar,scalarly,-ly
24327,scalding,scaldingly,-ly
24328,scambling,scamblingly,-ly
24329,scampering,scamperingly,-ly
24330,scampish,scampishly,-ly
24331,scandalous,scandalously,-ly
24332,scansorial,scansorially,-ly
24333,scanty,scantily,-ly
24334,scant,scantly,-ly
24335,scarce,scarcely,-ly
24336,scared,scaredly,-ly
24337,scarifying,scarifyingly,-ly
24338,scary,scarily,-ly
24339,scaring,scaringly,-ly
24340,scarless,scarlessly,-ly
24341,scathe,scathely,-ly
24342,scathing,scathingly,-ly
24343,scatological,scatologically,-ly
24344,scattered,scatteredly,-ly
24345,scattering,scatteringly,-ly
24346,scatty,scattily,-ly
24347,scenting,scentingly,-ly
24348,scheming,schemingly,-ly
24349,schizoanalytical,schizoanalytically,-ly
24350,schizoidal,schizoidally,-ly
24351,schmaltzy,schmaltzily,-ly
24352,schmalzy,schmalzily,-ly
24353,schmoozing,schmoozingly,-ly
24354,scholar,scholarly,-ly
24355,schoolboyish,schoolboyishly,-ly
24356,schoolgirlish,schoolgirlishly,-ly
24357,schoolish,schoolishly,-ly
24358,schoolmarmish,schoolmarmishly,-ly
24359,schoolmaster,schoolmasterly,-ly
24360,schoolmistress,schoolmistressly,-ly
24361,schoolteacher,schoolteacherly,-ly
24362,Scientological,Scientologically,-ly
24363,scintillant,scintillantly,-ly
24364,scintillating,scintillatingly,-ly
24365,sciolistical,sciolistically,-ally;-ly
24366,scoffing,scoffingly,-ly
24367,scolding,scoldingly,-ly
24368,scorching,scorchingly,-ly
24369,scoreless,scorelessly,-ly
24370,scornful,scornfully,-ly
24371,scorning,scorningly,-ly
24372,Scottish,Scottishly,-ly
24373,scowling,scowlingly,-ly
24374,scraggy,scraggily,-ly
24375,scrambling,scramblingly,-ly
24376,scraping,scrapingly,-ly
24377,scrappy,scrappily,-ly
24378,scratchy,scratchily,-ly
24379,scratching,scratchingly,-ly
24380,scrawling,scrawlingly,-ly
24381,scrawny,scrawnily,-ly
24382,screaming,screamingly,-ly
24383,screeching,screechingly,-ly
24384,scribal,scribally,-ly
24385,scribbling,scribblingly,-ly
24386,scribe,scribely,-ly
24387,scrimpy,scrimpily,-ly
24388,scrimping,scrimpingly,-ly
24389,scrimp,scrimply,-ly
24390,scriptural,scripturally,-ly
24391,scrofulous,scrofulously,-ly
24392,scrubby,scrubbily,-ly
24393,scruffy,scruffily,-ly
24394,scrumptious,scrumptiously,-ly
24395,scrupulous,scrupulously,-ly
24396,scrutinising,scrutinisingly,-ly
24397,scrutinizing,scrutinizingly,-ly
24398,scrutinous,scrutinously,-ly
24399,scuffling,scufflingly,-ly
24400,scullion,scullionly,-ly
24401,sculptural,sculpturally,-ly
24402,sculpturesque,sculpturesquely,-ly
24403,scummy,scummily,-ly
24404,scurfy,scurfily,-ly
24405,scurrilous,scurrilously,-ly
24406,scurvy,scurvily,-ly
24407,scuzzy,scuzzily,-ly
24408,seaman,seamanly,-ly
24409,seamless,seamlessly,-ly
24410,searching,searchingly,-ly
24411,searing,searingly,-ly
24412,seasonable,seasonably,-ly
24413,seasonal,seasonally,-ly
24414,seaward,seawardly,-ly
24415,secluded,secludedly,-ly
24416,seclusive,seclusively,-ly
24417,secondary,secondarily,-ly
24418,secondhanded,secondhandedly,-ly
24419,second,secondly,-ly
24420,secretarial,secretarially,-ly
24421,secretive,secretively,-ly
24422,secret,secretly,-ly
24423,sectional,sectionally,-ly
24424,sectoral,sectorally,-ly
24425,sectorial,sectorially,-ly
24426,secular,secularly,-ly
24427,secure,securely,-ly
24428,sedate,sedately,-ly
24429,sedentary,sedentarily,-ly
24430,sedimentary,sedimentarily,-ly
24431,sedimentological,sedimentologically,-ly
24432,seditious,seditiously,-ly
24433,seducing,seducingly,-ly
24434,seductive,seductively,-ly
24435,sedulous,sedulously,-ly
24436,seedy,seedily,-ly
24437,seed,seedly,-ly
24438,seeing,seeingly,-ly
24439,seely,seelily,-ly
24440,seeming,seemingly,-ly
24441,seemly,seemlily,-ly
24442,seem,seemly,-ly
24443,seeping,seepingly,-ly
24444,seething,seethingly,-ly
24445,segmental,segmentally,-ly
24446,segregational,segregationally,-ly
