Affix,Source Word,Derived Word
-y,wheat,wheaty
-ally,Koranic,Koranically
-al,azimuth,azimuthal
-ist,herb,herbist
-ly,atheoretical,atheoretically
-like,thread,threadlike
-ally,beatific,beatifically
-like,aquarium,aquariumlike
-able,impress,impressable
-like,prose,proselike
-ish,adult,adultish
-ly,ontological,ontologically
-able,finance,financeable
-ly,lance,lancely
-ly,confiding,confidingly
-ed,legion,legioned
-o,Jeff,Jeffo
-ly,fulgent,fulgently
-an,Cingulata,cingulatan
-ly,accusing,accusingly
-able,abate,abatable
-an,Eskimo,Eskimoan
-ic,affluenza,affluenzic
-al,fucoid,fucoidal
-ed,tanglefoot,tanglefooted
-y,chemin_de_fer,chemmy
-ly,bridal,bridally
-ly,sutural,suturally
-able,raid,raidable
-ation,regiment,regimentation
-ous,basyle,basylous
-ish,ant,antish
-ly,sociopetal,sociopetally
-ist,bass,bassist
-s,Cole,Coales
nano-,-oid,nanoid
-ian,Balinese,Balinesian
-ly,interstitial,interstitially
-ly,ineluctable,ineluctably
-ian,Croft,Croftian
-ian,Catiline,Catilinian
-al,myxamoeba,myxamoebal
-ship,governour,governourship
-y,clot,clotty
-ly,farsighted,farsightedly
-like,igloo,igloolike
-al,octave,octaval
-ist,manes,manist
-like,harem,haremlike
-ian,biometrics,biometrician
-ian,Addison,Addisonian
-ly,faint,faintly
-aholic,laugh,laughaholic
-ist,decretal,decretalist
-y,glade,glady
-ic,hypoproteinemia,hypoproteinemic
-ly,neighbor,neighborly
-ly,imprudent,imprudently
-ally,idiomatic,idiomatically
phyto-,-oid,phytoid
-ly,interrupted,interruptedly
-like,noose,nooselike
-ly,ill-natured,ill-naturedly
-y,blirt,blirty
-y,saxophone,saxophony
-like,harpsichord,harpsichordlike
blasto-,-oid,blastoid
-ly,logical,logically
-able,industrialize,industrializable
-y,croup,croupy
-ed,saltire,saltired
-ist,ludomusicology,ludomusicologist
-an,Cantabria,Cantabrian
-ly,nut,nutly
-ly,faddish,faddishly
-ian,Aalen,Aalenian
-ability,rearrange,rearrangeability
-ly,disproportionate,disproportionately
-able,blow,blowable
-ly,intentive,intentively
-ally,prevocalic,prevocalically
-y,seave,seavy
-able,insure,insurable
-ly,intracerebroventricular,intracerebroventricularly
-ac,ageusia,ageusiac
-ic,polyposis,polyposic
-ic,Goidel,Goidelic
-ie,park,parkie
-like,feast,feastlike
-y,pewter,pewtery
-like,gym,gymlike
-ic,fermion,fermionic
-ous,Bryaceae,bryaceous
-y,fizz,fizzy
-like,crown,crownlike
-s,Cole,Coles
-able,encourage,encourageable
-ed,disnatured,disnatured
-ist,conjectural,conjecturalist
-al,rhizo,rhizal
-ly,fifth,fifthly
-al,presbyter,presbyteral
-ian,Flaubert,Flaubertian
-ally,galactic,galactically
-ly,festering,festeringly
-ed,prong,pronged
-ly,ambitious,ambitiously
-ly,anogenital,anogenitally
-ly,tranced,trancedly
-ship,chairwoman,chairwomanship
-ally,theoric,theorically
-ability,attest,attestability
-ly,purulent,purulently
-ous,apostemate,apostematous
-an,Muratori,Muratorian
-ous,tetraspore,tetrasporous
-ability,deceive,deceivability
-n,Anoplura,anopluran
-al,custody,custodial
-ist,nasology,nasologist
-ally,chronic,chronically
-able,exhale,exhalable
-ation,characterize,characterization
-ist,annexation,annexationist
-able,confront,confrontable
-ally,geostrophic,geostrophically
-like,saxophone,saxophonelike
-ly,unaware,unawarely
-ly,cross,crossly
-dom,liege,liegedom
-ally,semisynthetic,semisynthetically
-ous,gastropod,gastropodous
-ly,exothermal,exothermally
-ic,propargyl,propargylic
-ist,asteroseismology,asteroseismologist
-ly,bruising,bruisingly
-ian,Maastricht,Maastrichtian
-ship,celebrity,celebrityship
-ly,prissy,prissily
-an,sequoia,sequoian
-ic,nonamer,nonameric
-ability,comb,combability
-ic,collage,collagic
-ally,extralinguistic,extralinguistically
-ally,regiospecific,regiospecifically
-like,hate,hatelike
-ly,deadhearted,deadheartedly
-ist,electric_harp,electric_harpist
-al,hermitic,hermitical
-ist,onomasiology,onomasiologist
-ly,ponderous,ponderously
-ish,tan,tannish
-ly,indexical,indexically
-ly,venerable,venerably
-ish,puppy,puppyish
-y,stoor,stoory
-like,pavement,pavementlike
-ly,joyful,joyfully
-ic,axion,axionic
-s,Perseid,Perseids
-ist,puzzle,puzzlist
-ing,addict,addicting
-ly,infrastructural,infrastructurally
-ly,uncontradictable,uncontradictably
-ly,macromolecular,macromolecularly
-ical,cardiology,cardiological
-like,dawn,dawnlike
-ist,infantile,infantilist
-ly,grassy,grassily
-ship,planter,plantership
-ian,ballistic,ballistician
-ian,Paul,Paulian
-ly,hematological,hematologically
-oid,raphane,raphanoid
-dom,celebrity,celebritydom
-ling,fag,fagling
-ation,condone,condonation
-oid,llama,llamoid
-ability,broadcast,broadcastability
-ability,approach,approachability
-ally,Sapphic,sapphically
-ly,barbarous,barbarously
-ed,fireplace,fireplaced
-ic,emoticon,emoticonic
-ish,redneck,redneckish
-ic,intellectualist,intellectualistic
-like,human,humanlike
-ability,grope,gropability
hypno-,-ic,hypnic
lip-,-oid,lipoid
-able,evoke,evokable
-ist,piccolo,piccoloist
-y,Klan,Klanny
-ly,conjectural,conjecturally
-like,hawk,hawklike
-ly,stony,stonily
-ist,objection,objectionist
-ist,Clinton,Clintonist
-ist,Pushkin,Pushkinist
-ly,shifty,shiftily
-ly,many-handed,many-handedly
-ist,cornet,cornetist
-an,Kenya,Kenyan
-ly,incontestable,incontestably
-ly,flamboyant,flamboyantly
-ly,transcendental,transcendentally
-y,rheumatic,rheumaticky
-able,archive,archivable
-ian,Blackstone,Blackstonian
-ly,unbenign,unbenignly
-ally,isostatic,isostatically
-al,peristome,peristomal
-ist,nurture,nurturist
-ly,clapping,clappingly
-ly,futurological,futurologically
-ly,repeated,repeatedly
-ly,tautological,tautologically
-like,cash,cashlike
-ship,doctour,doctourship
-y,smeg,smeggy
-like,shack,shacklike
-ly,gadding,gaddingly
-al,reprieve,reprieval
-ly,academical,academically
-ish,schoolgirl,schoolgirlish
-ly,wolfish,wolfishly
-ally,psychogenic,psychogenically
-oid,cotton,cottonoid
-ist,monopsony,monopsonist
-ian,Offenbach,Offenbachian
-y,dish,dishy
-like,breakfast,breakfastlike
-s,fizzy,fizzies
-like,ruby,rubylike
-ly,astringent,astringently
-ly,disassortative,disassortatively
-ly,brainless,brainlessly
-ist,theomachy,theomachist
-ally,pointillistic,pointillistically
-y,Saffron,Saffy
-ability,atomize,atomizability
-ation,infantilize,infantilization
-osis,ectoderm,ectodermosis
-ly,underivative,underivatively
-ally,unromantic,unromantically
-ical,anarchy,anarchical
-ship,guru,guruship
-ally,abiotic,abiotically
-like,grape,grapelike
-ly,exacerbating,exacerbatingly
-ist,hoplology,hoplologist
-ly,northward,northwardly
-ish,forty,fortyish
-ly,unconquerable,unconquerably
-ly,occipital,occipitally
-ed,befrost,befrosted
-ist,demon,demonist
-ly,competing,competingly
-ly,illusory,illusorily
-ally,baroclinic,baroclinically
-ly,buccal,buccally
-able,antedate,antedatable
-ly,anterobuccal,anterobuccally
-ic,caesura,caesuric
-th,sextillion,sextillionth
-ally,necromantic,necromantically
-ly,irreflexive,irreflexively
-ly,assumed,assumedly
-ist,obscure,obscurist
-ed,pleather,pleathered
-like,locust,locustlike
-ly,sacramental,sacramentally
-y,demagogue,demagogy
-able,flag,flaggable
-ly,proximate,proximately
-able,preach,preachable
-y,fork,forky
-ly,umbrageous,umbrageously
-able,reroute,reroutable
-ic,Ixodes,ixodic
-y,bilge,bilgy
-ly,gloveless,glovelessly
-like,state,statelike
-able,range,rangeable
-ous,Schistochilaceae,schistochilaceous
-ly,elliptical,elliptically
-al,element,elemental
-ation,digitise,digitisation
-ly,unwilful,unwilfully
-al,arytenoid,arytenoidal
-ly,chintzy,chintzily
-ability,assess,assessability
-ly,unacceptable,unacceptably
-y,trinket,trinkety
-ist,mutual,mutualist
-ic,glomerulonephritis,glomerulonephritic
-al,homoeoid,homoeoidal
-ly,abstractive,abstractively
-ly,falsehearted,falseheartedly
-ed,flipper,flippered
-ly,unconformable,unconformably
-ation,energize,energization
-ed,matrix,matrixed
-an,Cartagena,Cartagenan
-ic,fimetum,fimetic
-an,Casanova,Casanovan
-an,Basidiomycota,basidiomycotan
-ally,axisymmetric,axisymmetrically
-ly,ternary,ternarily
-ic,neurapraxia,neurapraxic
-ous,albumin,albuminous
-ous,anguine,anguinous
-ic,Newton,Newtonic
-y,oomph,oomphy
-ie,Argentinian,Argie
-ly,inurbane,inurbanely
-ly,felonious,feloniously
-ist,atheology,atheologist
-able,unpremeditate,unpremeditable
-ic,scotophor,scotophoric
-ly,sketchy,sketchily
-ly,decent,decently
-ly,semiclassical,semiclassically
-ical,phenomenology,phenomenological
-an,Hygeia,Hygeian
-ly,mordacious,mordaciously
-like,Lisp,Lisplike
-ly,boss,bossly
-ish,clay,clayish
-ly,bilateral,bilaterally
-ly,colourful,colourfully
-ly,vague,vaguely
-ly,osmoregulatory,osmoregulatorily
-ous,Myrtaceae,myrtaceous
-ly,illegible,illegibly
-able,juggle,jugglable
-like,sheaf,sheaflike
-like,statue,statuelike
-ed,cogwheel,cogwheeled
-ic,pozzolana,pozzolanic
-o,vegetarian,veggo
-an,Cumacea,cumacean
-ly,delightful,delightfully
-ly,untrustworthy,untrustworthily
-ed,umbel,umbeled
-dom,father,fatherdom
-ly,sulphurous,sulphurously
-y,germ,germy
-ally,fetishistic,fetishistically
-ly,vincible,vincibly
-able,command,commandable
-ly,canty,cantily
-ly,vermin,verminly
-ic,adenography,adenographic
-ian,tantalum,tantalian
-ed,crocodile,crocodiled
-like,pudding,puddinglike
-ing,path,pathing
-ish,mix,mixish
-y,acoustic,acousticky
-oid,organ,organoid
-ly,disagreeable,disagreeably
-ly,smug,smugly
-ly,nectareous,nectareously
-s,leazing,leazings
-ic,peridot,peridotic
-ly,tendentious,tendentiously
-y,pine,Piney
-able,recompense,recompensable
-able,glorify,glorifiable
-ic,grapheme,graphemic
-ette,nigger,niggerette
-ly,extorsive,extorsively
-y,implicit,implicity
-ly,feature,featurely
-ist,aqua_fortis,aquafortist
-ing,endear,endearing
-like,sewer,sewerlike
-like,snout,snoutlike
-ly,inofficial,inofficially
-ally,radiotelegraphic,radiotelegraphically
-like,holly,hollylike
-ist,entomology,entomologist
-an,Romania,Romanian
-ly,unprompted,unpromptedly
-ly,squire,squirely
-ly,breathy,breathily
-ous,curmudgeon,curmudgeonous
-y,address,addy
-ly,uncontrollable,uncontrollably
-ian,phosphor,phosphorian
-ic,synecdoche,synecdochic
-ic,quinine,quinic
-ly,widespread,widespreadly
-ic,telomere,telomeric
-ous,Nymphaeaceae,nymphaeaceous
-ly,retropharyngeal,retropharyngeally
-ly,chummy,chummily
-ally,schematic,schematically
-ian,Greenville,Greenvillian
-ly,perinuclear,perinuclearly
-ist,bell,bellist
-ly,palmate,palmately
-ly,topical,topically
-ally,diatonic,diatonically
-ed,garlic,garlicked
-able,assemble,assemblable
-al,obsession,obsessional
-ly,stronghearted,strongheartedly
-able,unshake,unshakable
-ic,thiazide,thiazidic
-ish,small,smallish
-ally,mammographic,mammographically
-ly,craniological,craniologically
-ly,periclinal,periclinally
-ly,wished,wishedly
-ist,canon,canonist
-ly,glum,glumly
-ous,burden,burdenous
-like,fable,fablelike
-like,volcano,volcanolike
-ally,gnostic,gnostically
-al,protoplasm,protoplasmal
-ally,unpacific,unpacifically
-ly,scampish,scampishly
-ly,paripinnate,paripinnately
-able,refactor,refactorable
-al,position,positional
-ly,soulish,soulishly
-ability,open,openability
-ish,blossom,blossomish
-like,RAM,RAM-like
-ist,transfusion,transfusionist
-ic,megaloblast,megaloblastic
-ly,leonine,leoninely
-ic,Hesiod,Hesiodic
-ability,axiomatize,axiomatizability
-like,fin,finlike
-ous,Apocynaceae,apocynaceous
-ly,selling,sellingly
-ed,install,installed
-able,tear,tearable
-ly,sottish,sottishly
-ly,admitted,admittedly
-ally,Antarctic,antarctically
-ic,phantasm,phantasmic
-ic,Babylon,Babylonic
-like,apartment,apartmentlike
-ist,Fourier,Fourierist
-like,vapour,vapourlike
-th,i,ith
-ic,glycol,glycolic
-al,angina,anginal
-ally,syndromic,syndromically
-ly,unstraightforward,unstraightforwardly
-ation,selenyl,selenylation
-ly,recombinational,recombinationally
-ist,retinoscopy,retinoscopist
-ly,mopish,mopishly
-like,Chinese,Chineselike
-like,leek,leeklike
-y,rebel,rebelly
-ly,lively,livelily
-ly,misfortunate,misfortunately
-ally,polymorphic,polymorphically
-al,protector,protectoral
-ly,ergative,ergatively
-ly,humid,humidly
-y,tint,tinty
-like,smoke,smokelike
-ly,vile,vilely
-ly,pneumatological,pneumatologically
-an,Thysanura,thysanuran
-an,Ornithodira,ornithodiran
-ed,liana,lianaed
-age,acre,acreage
-al,endolumen,endoluminal
-ally,nongenetic,nongenetically
-ly,prosy,prosily
-y,jasper,jaspery
-able,hike,hikeable
-ly,unpaternal,unpaternally
-ly,unabrasive,unabrasively
-ally,dyslogistic,dyslogistically
-ly,incremental,incrementally
-ly,meningeal,meningeally
-ical,ego,egoical
-ian,psychogeriatric,psychogeriatrician
-ian,Boccaccio,Boccaccian
-ally,scintigraphic,scintigraphically
-ally,socioeconomic,socioeconomically
-ie,cheap,cheapie
-ous,epiphany,epiphanous
-ly,polysymmetrical,polysymmetrically
-ed,intumulatus,intumulated
-al,merosome,merosomal
-ly,undeterrable,undeterrably
-ly,mother,motherly
-al,acrasia,acrasial
-y,yearbook,yearbooky
-ist,construction,constructionist
-al,concretion,concretional
-ian,Duluth,Duluthian
-able,jail,jailable
-ship,craftman,craftmanship
-ability,clone,clonability
-ship,ambassador,ambassadorship
-able,personalise,personalisable
-ic,surface,surfacic
-ic,aldol,aldolic
-ist,Ford,Fordist
-ly,prospective,prospectively
-ical,transitology,transitological
-ist,vaccinology,vaccinologist
-able,baptise,baptisable
-ic,Mien,Mienic
-ally,antonomastic,antonomastically
-ing,retool,retooling
-able,unclimb,unclimbable
-ing,new,newing
-like,fritter,fritterlike
-ed,provenance,provenanced
-ic,humanist,humanistic
-ist,passion,Passionist
-y,snatch,snatchy
-ly,conciliar,conciliarly
-ian,Rutherford,Rutherfordian
-ability,presume,presumability
-ly,gritty,grittily
-able,pawn,pawnable
-ly,rightful,rightfully
-y,saffron,saffrony
-ing,hound,hounding
-ly,oraculous,oraculously
-ally,syntenic,syntenically
-ally,paramagnetic,paramagnetically
-ic,schist,schistic
-ie,house,housie
-ic,sibyl,sibyllic
-ish,coward,cowardish
-ist,verbal,verbalist
-al,dome,domal
-ic,magnon,magnonic
-like,needle,needlelike
-ed,ashlar,ashlared
-ic,octopus,octopic
-y,lather,lathery
-ally,anharmonic,anharmonically
-ian,Swift,Swiftian
-ly,affectuous,affectuously
-ally,thrombolytic,thrombolytically
-ing,dope,doping
hystero-,-phyte,hysterophyte
-ic,dialectometry,dialectometric
-like,iceberg,iceberglike
-ly,extraluminal,extraluminally
-ly,congenial,congenially
-ly,ethnological,ethnologically
-ish,rig,riggish
-ist,hobby,hobbyist
-al,scripture,scriptural
-ed,rewind,rewinded
-ly,instinctive,instinctively
-ly,marshy,marshily
-ally,chemometric,chemometrically
-ly,thumping,thumpingly
-ly,psychoanalytical,psychoanalytically
-s,Philip,Philipps
-ally,hydrophobic,hydrophobically
-al,distortion,distortional
-ed,fetlock,fetlocked
-able,expand,expandable
-ly,metaphorical,metaphorically
-al,esophagic,esophagical
-ist,causal,causalist
-ly,warm-hearted,warm-heartedly
-like,line,linelike
-ly,ardent,ardently
-al,affixation,affixational
-like,caret,caretlike
-ist,progression,progressionist
-an,Minnesota,Minnesotan
phyllo-,-phyte,phyllophyte
-like,bond,bondlike
-an,pornotopia,pornotopian
-ly,homely,homelily
-ist,deflation,deflationist
-ly,triaxial,triaxially
-ed,osier,osiered
-ic,phratry,phratric
-ally,semiautomatic,semiautomatically
-ic,mystagogue,mystagogic
-ly,chimerical,chimerically
-ly,whitish,whitishly
-osis,diverticula,diverticulosis
-ist,atlatl,atlatlist
-ed,decease,deceased
-ly,various,variously
-ed,fauxhawk,fauxhawked
-ly,indecisive,indecisively
-ly,knobby,knobbily
-ist,concord,concordist
-able,grind,grindable
-al,apogee,apogeal
-ly,interval,intervally
-al,injunction,injunctional
-ous,Hydrangeaceae,hydrangeaceous
-ally,soporific,soporifically
-ous,Heteropoda,heteropodous
-ly,twirling,twirlingly
-ly,godless,godlessly
-ly,antenatal,antenatally
-ally,syllabic,syllabically
-ing,snowmobile,snowmobiling
-ing,frost,frosting
-an,Rowley,Rowleyan
-ist,chirosophy,chirosophist
-ation,kyanize,kyanization
-ly,electrophysiological,electrophysiologically
-ly,merohedral,merohedrally
-ic,catalogue,catalogic
-ian,Dworkin,Dworkinian
-ly,unbeseeming,unbeseemingly
-ic,ferrofluid,ferrofluidic
-able,skip,skipable
-ing,byheart,byhearting
-ly,dishevelled,dishevelledly
-like,nebbish,nebbishlike
-ly,spiritless,spiritlessly
-al,Porifera,poriferal
-able,forward,forwardable
-ed,pendant,pendanted
-ian,Monte_Carlo,Monte_Carlian
-ly,collected,collectedly
-ally,titrimetric,titrimetrically
-like,compartment,compartmentlike
-ly,confirmable,confirmably
-ly,companionable,companionably
-an,Europa,Europan
-an,Ares,Arean
puddle,Liverpool,Liverpudlian
-al,daemonic,daemonical
-ic,sedenion,sedenionic
-ish,oyster,oysterish
-ly,incorrigible,incorrigibly
-ly,kinky,kinkily
-ous,non_sequitur,nonsequitous
-ly,quantitive,quantitively
-al,orifice,orifical
-like,relaxor,relaxorlike
-ist,sedation,sedationist
-s,Philip,Philpotts
-like,trophy,trophylike
-able,annoy,annoyable
-ed,hoar,hoared
-al,encyclopaediac,encyclopaediacal
-ling,ghost,ghostling
-ly,unfair,unfairly
-ly,promoting,promotingly
-able,deject,dejectable
-like,timber,timberlike
-ly,pigmentational,pigmentationally
-ly,unspeaking,unspeakingly
-ic,nativist,nativistic
-y,goldfish,goldfishy
-ally,postsaccadic,postsaccadically
-ally,morphometric,morphometrically
-like,taxi,taxilike
-ical,lichenography,lichenographical
-ation,italicise,italicisation
-ic,Tungus,Tungusic
-y,pore,pory
-y,knee-jerk,knee-jerky
-ly,unaspiring,unaspiringly
-ic,blastocoel,blastocoelic
-ous,titanium,titanous
-like,gap,gaplike
-ic,trachyte,trachytic
-ly,desirous,desirously
-ic,individualist,individualistic
-ally,metathetic,metathetically
-like,cemetery,cemeterylike
-ally,phonotactic,phonotactically
-ie,false,falsie
-y,go,goey
-able,bounceback,bouncebackable
-ly,behoveful,behovefully
-ability,retract,retractability
-ability,rework,reworkability
-ly,prenominal,prenominally
-able,curse,cursable
-ic,belemnite,belemnitic
-like,maid,maidlike
-ship,narrator,narratorship
-like,fissure,fissurelike
-like,tub,tublike
-ly,affectional,affectionally
-ist,dispersal,dispersalist
-ly,immitigable,immitigably
-able,cart,cartable
-ic,monarchy,monarchic
-y,ribbon,ribbony
-ly,indulgent,indulgently
-ly,recalcitrant,recalcitrantly
-ic,galle,ellagic
-like,howitzer,howitzerlike
-ist,baraminology,baraminologist
-ly,woful,wofully
-ally,positivistic,positivistically
-ist,formal,formalist
-y,stew,stewy
-ic,toxicology,toxicologic
-ly,papal,papally
-ist,semiology,semiologist
-ous,cataract,cataractous
-ly,volatile,volatilely
-ly,vocational,vocationally
-ian,Livorno,Livornian
-ie,Chuck,Chuckie
-ly,vainglorious,vaingloriously
-ian,Strindberg,Strindbergian
-ical,Babylon,Babylonical
-ed,birthmark,birthmarked
-able,foil,foilable
-ette,problem,problemette
-ist,gallery,gallerist
-ous,Juglandaceae,juglandaceous
-ic,glaciology,glaciologic
-ly,interrogatory,interrogatorily
-like,blackberry,blackberrylike
rhabdo-,-oid,rhabdoid
-ally,isocratic,isocratically
-osis,Demodex,demodicosis
-ly,step,steply
-ical,poetaster,poetastrical
-ic,otolith,otolithic
-ly,unthinking,unthinkingly
-ling,child,childling
-ly,limitless,limitlessly
-ly,inferiour,inferiourly
-ly,undercutting,undercuttingly
-ly,wholehearted,wholeheartedly
-ed,estrogenize,estrogenized
-ian,Bahamas,Bahamian
-y,sloom,sloomy
-al,rarefaction,rarefactional
-ly,plenipotential,plenipotentially
-ly,odious,odiously
-ish,random,randomish
-y,bite,bitey
-an,Canossa,Canossan
-ic,euxerophyte,euxerophytic
-y,wiggle,wiggly
-able,contest,contestable
-like,knife,knifelike
-ly,appraising,appraisingly
-an,abecedary,abecedarian
-y,paraffin,paraffiny
-ian,Stromboli,Strombolian
-y,coral,corally
-ic,bornite,bornitic
-able,account,accountable
-ly,rumored,rumoredly
